Retailer_State_Pair,Sample_Count,Optimal_Order_Up_To_Level
"[1, 1, 1, 4, 8]",22,257.6311
"[1, 1, 1, 4, 9]",1,185.6237
"[1, 1, 1, 5, 5]",707,266.3295
"[1, 1, 1, 5, 6]",716,265.5705
"[1, 1, 1, 5, 7]",169,272.3558
"[1, 1, 1, 5, 8]",22,268.5572
"[1, 1, 1, 5, 9]",1,197.1959
"[1, 1, 1, 6, 6]",219,268.7633
"[1, 1, 1, 6, 7]",89,263.4778
"[1, 1, 1, 6, 8]",9,269.7498
"[1, 1, 1, 6, 9]",1,257.7447
"[1, 1, 1, 7, 7]",10,199.7103
"[1, 1, 1, 7, 8]",2,275.6028
"[1, 1, 2, 2, 2]",801,271.0544
"[1, 1, 2, 2, 3]",2561,279.4140
"[1, 1, 2, 2, 4]",2502,312.4681
"[1, 1, 2, 2, 5]",2283,274.6704
"[1, 1, 2, 2, 6]",1250,313.4089
"[1, 1, 2, 2, 7]",271,275.5184
"[1, 1, 2, 2, 8]",32,275.6280
"[1, 1, 2, 2, 9]",1,258.5438
"[1, 1, 2, 3, 3]",2595,315.0404
"[1, 1, 2, 3, 4]",5010,316.3247
"[1, 1, 2, 3, 5]",4447,315.5951
"[1, 1, 2, 3, 6]",2477,314.8141
"[1, 1, 2, 3, 7]",566,318.5616
"[1, 1, 2, 3, 8]",41,279.2838
"[1, 1, 2, 3, 9]",2,320.3693
"[1, 1, 2, 4, 4]",2433,315.7130
"[1, 1, 2, 4, 5]",4573,316.1736
"[1, 1, 2, 4, 6]",2507,316.6185
"[1, 1, 2, 4, 7]",544,319.2556
"[1, 1, 2, 4, 8]",59,325.6962
"[1, 1, 2, 4, 9]",2,264.8492
"[1, 1, 2, 5, 5]",2174,315.8758
"[1, 1, 2, 5, 6]",2291,315.9100
"[1, 1, 2, 5, 7]",527,276.4012
"[1, 1, 2, 5, 8]",57,328.2853
"[1, 1, 2, 5, 9]",3,199.8033
"[1, 1, 2, 6, 6]",625,320.7591
"[1, 1, 2, 6, 7]",295,317.0098
"[1, 1, 2, 6, 8]",46,322.2795
"[1, 1, 2, 6, 9]",1,335.9301
"[1, 1, 2, 7, 7]",36,326.3875
"[1, 1, 2, 7, 8]",11,267.2759
"[1, 1, 2, 8, 8]",1,257.3879
"[1, 1, 3, 3, 3]",790,317.3645
"[1, 1, 3, 3, 4]",2505,318.1383
"[1, 1, 3, 3, 5]",2321,319.8527
"[1, 1, 3, 3, 6]",1161,320.4917
"[1, 1, 3, 3, 7]",271,321.4475
"[1, 1, 3, 3, 8]",31,272.5792
"[1, 1, 3, 4, 4]",2506,318.5588
"[1, 1, 3, 4, 5]",4554,318.1649
"[1, 1, 3, 4, 6]",2514,320.4153
"[1, 1, 3, 4, 7]",573,318.3714
"[1, 1, 3, 4, 8]",56,321.1270
"[1, 1, 3, 4, 9]",2,340.1860
"[1, 1, 3, 5, 5]",2096,319.8957
"[1, 1, 3, 5, 6]",2274,320.8405
"[1, 1, 3, 5, 7]",524,317.1702
"[1, 1, 3, 5, 8]",52,268.8667
"[1, 1, 3, 5, 9]",3,200.4231
"[1, 1, 3, 6, 6]",573,318.4667
"[1, 1, 3, 6, 7]",287,318.8513
"[1, 1, 3, 6, 8]",28,333.0664
"[1, 1, 3, 7, 7]",35,325.7982
"[1, 1, 3, 7, 8]",5,267.1430
"[1, 1, 4, 4, 4]",857,317.9632
"[1, 1, 4, 4, 5]",2314,317.4079
"[1, 1, 4, 4, 6]",1225,320.4888
"[1, 1, 4, 4, 7]",271,311.5527
"[1, 1, 4, 4, 8]",23,325.6691
"[1, 1, 4, 4, 9]",2,335.1445
"[1, 1, 4, 5, 5]",2146,319.4540
"[1, 1, 4, 5, 6]",2226,321.4156
"[1, 1, 4, 5, 7]",503,319.8855
"[1, 1, 4, 5, 8]",43,321.6764
"[1, 1, 4, 5, 9]",3,267.1355
"[1, 1, 4, 6, 6]",579,322.9620
"[1, 1, 4, 6, 7]",263,323.0451
"[1, 1, 4, 6, 8]",35,326.2879
"[1, 1, 4, 7, 7]",34,324.0942
"[1, 1, 4, 7, 8]",11,323.5164
"[1, 1, 5, 5, 5]",638,318.1008
"[1, 1, 5, 5, 6]",1008,320.2456
"[1, 1, 5, 5, 7]",234,322.7252
"[1, 1, 5, 5, 8]",24,323.5969
"[1, 1, 5, 5, 9]",1,279.6273
"[1, 1, 5, 6, 6]",555,320.5965
"[1, 1, 5, 6, 7]",253,311.4610
"[1, 1, 5, 6, 8]",24,322.9560
"[1, 1, 5, 6, 9]",1,267.7811
"[1, 1, 5, 7, 7]",32,326.9351
"[1, 1, 5, 7, 8]",2,321.5246
"[1, 1, 5, 8, 8]",1,332.7108
"[1, 1, 6, 6, 6]",93,311.4789
"[1, 1, 6, 6, 7]",64,317.8117
"[1, 1, 6, 6, 8]",3,335.2563
"[1, 1, 6, 7, 7]",12,333.3677
"[1, 1, 6, 7, 8]",1,346.6291
"[1, 1, 7, 7, 7]",2,332.9027
"[1, 1, 7, 7, 8]",1,265.5604
"[1, 2, 2, 2, 2]",425,323.1710
"[1, 2, 2, 2, 3]",1650,323.2187
"[1, 2, 2, 2, 4]",1659,324.6182
"[1, 2, 2, 2, 5]",1555,325.8385
"[1, 2, 2, 2, 6]",854,325.0087
"[1, 2, 2, 2, 7]",200,327.1246
"[1, 2, 2, 2, 8]",19,333.2282
"[1, 2, 2, 3, 3]",2583,325.2705
"[1, 2, 2, 3, 4]",5095,325.4140
"[1, 2, 2, 3, 5]",4652,326.1374
"[1, 2, 2, 3, 6]",2420,326.1010
"[1, 2, 2, 3, 7]",577,326.6875
"[1, 2, 2, 3, 8]",71,325.7869
"[1, 2, 2, 3, 9]",7,318.4968
"[1, 2, 2, 4, 4]",2411,326.0673
"[1, 2, 2, 4, 5]",4537,325.9615
"[1, 2, 2, 4, 6]",2533,326.7499
"[1, 2, 2, 4, 7]",570,326.0319
"[1, 2, 2, 4, 8]",53,334.6144
"[1, 2, 2, 4, 9]",5,332.8213
"[1, 2, 2, 5, 5]",2100,325.9785
"[1, 2, 2, 5, 6]",2392,327.2305
"[1, 2, 2, 5, 7]",527,327.1727
"[1, 2, 2, 5, 8]",51,326.4066
"[1, 2, 2, 5, 9]",3,313.4075
"[1, 2, 2, 6, 6]",618,326.1825
"[1, 2, 2, 6, 7]",289,329.5728
"[1, 2, 2, 6, 8]",29,331.7013
"[1, 2, 2, 6, 9]",1,259.1839
"[1, 2, 2, 7, 7]",31,332.6958
"[1, 2, 2, 7, 8]",5,323.3881
"[1, 2, 2, 8, 9]",1,273.9833
"[1, 2, 3, 3, 3]",1663,327.2858
"[1, 2, 3, 3, 4]",5036,326.8912
"[1, 2, 3, 3, 5]",4624,327.4224
"[1, 2, 3, 3, 6]",2584,327.1212
"[1, 2, 3, 3, 7]",593,328.0237
"[1, 2, 3, 3, 8]",60,327.9446
"[1, 2, 3, 3, 9]",5,329.7868
"[1, 2, 3, 4, 4]",5078,326.6836
"[1, 2, 3, 4, 5]",9149,327.4341
"[1, 2, 3, 4, 6]",4971,327.8687
"[1, 2, 3, 4, 7]",1069,328.9608
"[1, 2, 3, 4, 8]",111,327.6639
"[1, 2, 3, 4, 9]",6,323.5199
"[1, 2, 3, 5, 5]",4256,327.4191
"[1, 2, 3, 5, 6]",4506,328.4381
"[1, 2, 3, 5, 7]",989,329.3578
"[1, 2, 3, 5, 8]",101,326.5869
"[1, 2, 3, 5, 9]",4,268.2309
"[1, 2, 3, 6, 6]",1213,328.1505
"[1, 2, 3, 6, 7]",607,330.0710
"[1, 2, 3, 6, 8]",59,330.8196
"[1, 2, 3, 6, 9]",5,280.6657
"[1, 2, 3, 7, 7]",53,334.4836
"[1, 2, 3, 7, 8]",13,329.8417
"[1, 2, 3, 8, 9]",1,273.6795
"[1, 2, 4, 4, 4]",1634,326.7427
"[1, 2, 4, 4, 5]",4568,327.1841
"[1, 2, 4, 4, 6]",2457,328.2292
"[1, 2, 4, 4, 7]",587,328.9323
"[1, 2, 4, 4, 8]",56,328.9015
"[1, 2, 4, 5, 5]",4209,327.4384
"[1, 2, 4, 5, 6]",4590,328.1734
"[1, 2, 4, 5, 7]",1024,328.4393
"[1, 2, 4, 5, 8]",91,331.6370
"[1, 2, 4, 5, 9]",9,327.4686
"[1, 2, 4, 5, 10]",1,269.8583
"[1, 2, 4, 6, 6]",1209,328.7856
"[1, 2, 4, 6, 7]",574,330.3301
"[1, 2, 4, 6, 8]",60,328.2241
"[1, 2, 4, 6, 9]",4,322.6011
"[1, 2, 4, 7, 7]",62,331.4269
"[1, 2, 4, 7, 8]",12,321.4650
"[1, 2, 5, 5, 5]",1308,328.1164
"[1, 2, 5, 5, 6]",2091,327.2284
"[1, 2, 5, 5, 7]",488,328.8174
"[1, 2, 5, 5, 8]",48,331.7959
"[1, 2, 5, 5, 9]",6,323.6296
"[1, 2, 5, 6, 6]",1114,328.9684
"[1, 2, 5, 6, 7]",533,329.7045
"[1, 2, 5, 6, 8]",44,330.5718
"[1, 2, 5, 6, 9]",3,338.2474
"[1, 2, 5, 7, 7]",58,330.1718
"[1, 2, 5, 7, 8]",14,333.0609
"[1, 2, 5, 7, 9]",1,324.5244
"[1, 2, 5, 8, 8]",3,344.1681
"[1, 2, 6, 6, 6]",190,331.7750
"[1, 2, 6, 6, 7]",155,332.7278
"[1, 2, 6, 6, 8]",8,331.9591
"[1, 2, 6, 7, 7]",29,334.1186
"[1, 2, 6, 7, 8]",10,339.0045
"[1, 2, 7, 7, 7]",1,271.0287
"[1, 3, 3, 3, 3]",425,329.0164
"[1, 3, 3, 3, 4]",1706,328.6425
"[1, 3, 3, 3, 5]",1592,329.0523
"[1, 3, 3, 3, 6]",809,328.9125
"[1, 3, 3, 3, 7]",176,330.9068
"[1, 3, 3, 3, 8]",13,328.7981
"[1, 3, 3, 4, 4]",2570,327.8104
"[1, 3, 3, 4, 5]",4540,328.2479
"[1, 3, 3, 4, 6]",2496,328.8592
"[1, 3, 3, 4, 7]",583,329.6371
"[1, 3, 3, 4, 8]",52,331.0973
"[1, 3, 3, 4, 9]",3,343.0868
"[1, 3, 3, 5, 5]",1999,328.1845
"[1, 3, 3, 5, 6]",2268,329.3953
"[1, 3, 3, 5, 7]",487,329.3111
"[1, 3, 3, 5, 8]",59,328.0328
"[1, 3, 3, 5, 9]",4,338.3641
"[1, 3, 3, 6, 6]",620,329.8048
"[1, 3, 3, 6, 7]",271,331.3494
"[1, 3, 3, 6, 8]",27,329.5601
"[1, 3, 3, 6, 9]",1,342.4534
"[1, 3, 3, 7, 7]",34,332.0428
"[1, 3, 3, 7, 8]",11,328.8586
"[1, 3, 3, 7, 9]",1,333.4434
"[1, 3, 3, 8, 8]",1,341.5763
"[1, 3, 4, 4, 4]",1678,328.6617
"[1, 3, 4, 4, 5]",4605,328.4883
"[1, 3, 4, 4, 6]",2419,329.6026
"[1, 3, 4, 4, 7]",569,329.7451
"[1, 3, 4, 4, 8]",58,335.5387
"[1, 3, 4, 4, 9]",3,340.5839
"[1, 3, 4, 5, 5]",4350,328.5836
"[1, 3, 4, 5, 6]",4517,329.4764
"[1, 3, 4, 5, 7]",1062,330.5653
"[1, 3, 4, 5, 8]",128,329.5499
"[1, 3, 4, 5, 9]",11,320.9216
"[1, 3, 4, 5, 10]",1,333.2600
"[1, 3, 4, 6, 6]",1306,329.9437
"[1, 3, 4, 6, 7]",581,330.4409
"[1, 3, 4, 6, 8]",59,330.6287
"[1, 3, 4, 6, 9]",2,274.1959
"[1, 3, 4, 7, 7]",61,332.9984
"[1, 3, 4, 7, 8]",16,327.5278
"[1, 3, 5, 5, 5]",1276,329.2703
"[1, 3, 5, 5, 6]",2094,330.1461
"[1, 3, 5, 5, 7]",452,330.9618
"[1, 3, 5, 5, 8]",49,333.3052
"[1, 3, 5, 5, 9]",2,331.9016
"[1, 3, 5, 6, 6]",1169,330.2415
"[1, 3, 5, 6, 7]",504,330.4685
"[1, 3, 5, 6, 8]",55,333.9888
"[1, 3, 5, 6, 9]",4,336.5656
"[1, 3, 5, 7, 7]",55,326.9216
"[1, 3, 5, 7, 8]",5,329.3774
"[1, 3, 6, 6, 6]",198,329.7866
"[1, 3, 6, 6, 7]",143,333.2510
"[1, 3, 6, 6, 8]",20,334.7488
"[1, 3, 6, 7, 7]",36,334.6613
"[1, 3, 6, 7, 8]",5,338.9300
"[1, 3, 6, 7, 9]",1,329.2643
"[1, 3, 6, 8, 8]",1,318.2484
"[1, 3, 7, 7, 7]",1,279.7181
"[1, 4, 4, 4, 4]",399,329.2759
"[1, 4, 4, 4, 5]",1493,328.2721
"[1, 4, 4, 4, 6]",808,329.4246
"[1, 4, 4, 4, 7]",189,330.4185
"[1, 4, 4, 4, 8]",18,331.3707
"[1, 4, 4, 5, 5]",2000,328.8247
"[1, 4, 4, 5, 6]",2275,329.4132
"[1, 4, 4, 5, 7]",482,330.8406
"[1, 4, 4, 5, 8]",52,328.5903
"[1, 4, 4, 5, 9]",3,330.0574
"[1, 4, 4, 6, 6]",659,330.5804
"[1, 4, 4, 6, 7]",301,328.9652
"[1, 4, 4, 6, 8]",32,334.2361
"[1, 4, 4, 7, 7]",34,332.3173
"[1, 4, 4, 7, 8]",4,351.4333
"[1, 4, 4, 8, 8]",1,334.4120
"[1, 4, 5, 5, 5]",1345,328.8314
"[1, 4, 5, 5, 6]",2119,330.5687
"[1, 4, 5, 5, 7]",475,329.8246
"[1, 4, 5, 5, 8]",47,329.9995
"[1, 4, 5, 5, 9]",3,352.3186
"[1, 4, 5, 6, 6]",1153,330.2201
"[1, 4, 5, 6, 7]",536,330.8580
"[1, 4, 5, 6, 8]",58,330.4844
"[1, 4, 5, 6, 9]",2,337.2640
"[1, 4, 5, 6, 10]",1,336.2381
"[1, 4, 5, 7, 7]",60,333.1380
"[1, 4, 5, 7, 8]",17,336.7070
"[1, 4, 5, 7, 9]",3,279.6540
"[1, 4, 6, 6, 6]",204,333.5820
"[1, 4, 6, 6, 7]",145,331.0076
"[1, 4, 6, 6, 8]",18,331.1857
"[1, 4, 6, 6, 9]",2,332.5296
"[1, 4, 6, 7, 7]",38,331.1738
"[1, 4, 6, 7, 8]",7,331.1479
"[1, 4, 7, 7, 7]",1,332.5045
"[1, 4, 7, 7, 8]",1,329.6925
"[1, 5, 5, 5, 5]",285,329.8709
"[1, 5, 5, 5, 6]",635,329.5101
"[1, 5, 5, 5, 7]",144,328.8554
"[1, 5, 5, 5, 8]",12,333.4779
"[1, 5, 5, 6, 6]",508,331.0283
"[1, 5, 5, 6, 7]",257,331.8086
"[1, 5, 5, 6, 8]",27,327.6973
"[1, 5, 5, 6, 9]",1,269.2603
"[1, 5, 5, 7, 7]",21,325.5596
"[1, 5, 5, 7, 8]",5,327.8925
"[1, 5, 5, 7, 9]",1,257.9264
"[1, 5, 5, 8, 8]",1,276.0868
"[1, 5, 6, 6, 6]",181,330.3402
"[1, 5, 6, 6, 7]",140,333.5973
"[1, 5, 6, 6, 8]",11,335.5281
"[1, 5, 6, 7, 7]",30,329.9988
"[1, 5, 6, 7, 8]",7,326.4061
"[1, 5, 7, 7, 7]",1,326.6512
"[1, 6, 6, 6, 6]",30,325.0522
"[1, 6, 6, 6, 7]",25,334.9740
"[1, 6, 6, 6, 8]",2,320.1514
"[1, 6, 6, 7, 7]",10,338.0076
"[1, 6, 6, 7, 8]",2,326.1090
"[1, 6, 7, 7, 7]",3,344.6442
"[1, 7, 7, 7, 7]",1,271.6092
"[2, 2, 2, 2, 2]",102,328.4202
"[2, 2, 2, 2, 3]",428,329.9572
"[2, 2, 2, 2, 4]",443,329.9014
"[2, 2, 2, 2, 5]",358,331.8055
"[2, 2, 2, 2, 6]",187,332.9339
"[2, 2, 2, 2, 7]",53,332.3134
"[2, 2, 2, 2, 8]",7,325.9315
"[2, 2, 2, 3, 3]",867,331.1455
"[2, 2, 2, 3, 4]",1729,331.0701
"[2, 2, 2, 3, 5]",1485,331.6699
"[2, 2, 2, 3, 6]",801,331.7387
"[2, 2, 2, 3, 7]",200,333.9043
"[2, 2, 2, 3, 8]",15,331.1713
"[2, 2, 2, 3, 9]",2,332.8015
"[2, 2, 2, 4, 4]",811,331.5601
"[2, 2, 2, 4, 5]",1483,331.5340
"[2, 2, 2, 4, 6]",797,332.4137
"[2, 2, 2, 4, 7]",210,332.2666
"[2, 2, 2, 4, 8]",19,335.4430
"[2, 2, 2, 5, 5]",741,332.1292
"[2, 2, 2, 5, 6]",775,332.4996
"[2, 2, 2, 5, 7]",175,332.0035
"[2, 2, 2, 5, 8]",17,331.6520
"[2, 2, 2, 5, 9]",3,326.7699
"[2, 2, 2, 6, 6]",212,330.8291
"[2, 2, 2, 6, 7]",111,332.9735
"[2, 2, 2, 6, 8]",9,336.0373
"[2, 2, 2, 6, 9]",2,343.3600
"[2, 2, 2, 7, 7]",12,331.4311
"[2, 2, 2, 7, 8]",2,339.9361
"[2, 2, 3, 3, 3]",801,331.8808
"[2, 2, 3, 3, 4]",2561,331.9708
"[2, 2, 3, 3, 5]",2301,332.4201
"[2, 2, 3, 3, 6]",1182,333.3644
"[2, 2, 3, 3, 7]",255,332.9207
"[2, 2, 3, 3, 8]",27,334.2808
"[2, 2, 3, 3, 9]",1,329.5905
"[2, 2, 3, 4, 4]",2593,332.0298
"[2, 2, 3, 4, 5]",4636,332.2072
"[2, 2, 3, 4, 6]",2363,333.5463
"[2, 2, 3, 4, 7]",550,333.2752
"[2, 2, 3, 4, 8]",57,331.8859
"[2, 2, 3, 4, 9]",6,331.5918
"[2, 2, 3, 5, 5]",2061,332.4791
"[2, 2, 3, 5, 6]",2274,333.7771
"[2, 2, 3, 5, 7]",562,333.9046
"[2, 2, 3, 5, 8]",54,339.1394
"[2, 2, 3, 5, 9]",3,347.7106
"[2, 2, 3, 5, 10]",1,328.9886
"[2, 2, 3, 6, 6]",639,333.6440
"[2, 2, 3, 6, 7]",279,334.3939
"[2, 2, 3, 6, 8]",33,335.8622
"[2, 2, 3, 7, 7]",33,329.0592
"[2, 2, 3, 7, 8]",7,329.7095
"[2, 2, 4, 4, 4]",788,332.1651
"[2, 2, 4, 4, 5]",2306,332.2418
"[2, 2, 4, 4, 6]",1272,333.1215
"[2, 2, 4, 4, 7]",291,333.7989
"[2, 2, 4, 4, 8]",31,339.5356
"[2, 2, 4, 4, 9]",2,329.4991
"[2, 2, 4, 5, 5]",2168,333.1598
"[2, 2, 4, 5, 6]",2264,333.2187
"[2, 2, 4, 5, 7]",529,333.9404
"[2, 2, 4, 5, 8]",45,336.2588
"[2, 2, 4, 5, 9]",4,333.1867
"[2, 2, 4, 6, 6]",633,334.0064
"[2, 2, 4, 6, 7]",246,335.8023
"[2, 2, 4, 6, 8]",24,340.5492
"[2, 2, 4, 7, 7]",27,337.5600
"[2, 2, 4, 7, 8]",15,329.9956
"[2, 2, 4, 7, 9]",1,329.4708
"[2, 2, 5, 5, 5]",688,333.1131
"[2, 2, 5, 5, 6]",1072,333.8587
"[2, 2, 5, 5, 7]",255,334.4396
"[2, 2, 5, 5, 8]",24,333.9861
"[2, 2, 5, 6, 6]",567,334.1602
"[2, 2, 5, 6, 7]",244,333.7866
"[2, 2, 5, 6, 8]",30,335.2852
"[2, 2, 5, 6, 9]",3,337.0314
"[2, 2, 5, 7, 7]",19,339.5608
"[2, 2, 5, 7, 8]",4,324.8181
"[2, 2, 6, 6, 6]",111,334.9016
"[2, 2, 6, 6, 7]",58,333.8193
"[2, 2, 6, 6, 8]",7,333.6803
"[2, 2, 6, 6, 9]",1,315.6953
"[2, 2, 6, 7, 7]",17,335.4012
"[2, 2, 6, 7, 8]",2,329.6680
"[2, 2, 7, 7, 7]",2,346.7939
"[2, 3, 3, 3, 3]",425,332.3523
"[2, 3, 3, 3, 4]",1650,332.6672
"[2, 3, 3, 3, 5]",1533,333.4832
"[2, 3, 3, 3, 6]",860,333.8670
"[2, 3, 3, 3, 7]",188,333.9960
"[2, 3, 3, 3, 8]",23,335.2762
"[2, 3, 3, 4, 4]",2579,332.8748
"[2, 3, 3, 4, 5]",4700,333.4757
"[2, 3, 3, 4, 6]",2545,334.0926
"[2, 3, 3, 4, 7]",535,335.8555
"[2, 3, 3, 4, 8]",61,335.0882
"[2, 3, 3, 4, 9]",3,332.3510
"[2, 3, 3, 5, 5]",2107,333.4971
"[2, 3, 3, 5, 6]",2320,334.1782
"[2, 3, 3, 5, 7]",546,335.0079
"[2, 3, 3, 5, 8]",56,332.9487
"[2, 3, 3, 5, 9]",1,358.5036
"[2, 3, 3, 5, 10]",1,332.8213
"[2, 3, 3, 6, 6]",613,334.6802
"[2, 3, 3, 6, 7]",287,333.8058
"[2, 3, 3, 6, 8]",38,336.4167
"[2, 3, 3, 6, 9]",1,321.1982
"[2, 3, 3, 7, 7]",35,334.9523
"[2, 3, 3, 7, 8]",4,330.6488
"[2, 3, 4, 4, 4]",1660,333.7177
"[2, 3, 4, 4, 5]",4620,333.3683
"[2, 3, 4, 4, 6]",2504,333.8089
"[2, 3, 4, 4, 7]",573,334.7693
"[2, 3, 4, 4, 8]",65,335.0619
"[2, 3, 4, 4, 9]",3,334.3003
"[2, 3, 4, 5, 5]",4311,333.7467
"[2, 3, 4, 5, 6]",4559,334.6181
"[2, 3, 4, 5, 7]",1076,334.9213
"[2, 3, 4, 5, 8]",96,333.9330
"[2, 3, 4, 5, 9]",2,323.1864
"[2, 3, 4, 6, 6]",1230,335.7739
"[2, 3, 4, 6, 7]",545,335.4688
"[2, 3, 4, 6, 8]",65,334.2070
"[2, 3, 4, 6, 9]",4,337.6121
"[2, 3, 4, 7, 7]",54,336.3585
"[2, 3, 4, 7, 8]",9,335.3653
"[2, 3, 4, 7, 9]",3,338.0418
"[2, 3, 4, 8, 8]",1,323.6531
"[2, 3, 5, 5, 5]",1274,333.6994
"[2, 3, 5, 5, 6]",2102,334.3386
"[2, 3, 5, 5, 7]",475,335.5258
"[2, 3, 5, 5, 8]",58,337.3394
"[2, 3, 5, 5, 9]",5,334.1400
"[2, 3, 5, 6, 6]",1172,335.5264
"[2, 3, 5, 6, 7]",492,334.7502
"[2, 3, 5, 6, 8]",53,336.8304
"[2, 3, 5, 6, 9]",3,347.9099
"[2, 3, 5, 6, 11]",1,269.8583
"[2, 3, 5, 7, 7]",63,336.4023
"[2, 3, 5, 7, 8]",10,335.4546
"[2, 3, 5, 8, 8]",1,279.3363
"[2, 3, 6, 6, 6]",201,335.0610
"[2, 3, 6, 6, 7]",140,336.7347
"[2, 3, 6, 6, 8]",14,339.0344
"[2, 3, 6, 7, 7]",37,339.8565
"[2, 3, 6, 7, 8]",7,331.1817
"[2, 3, 6, 7, 9]",1,346.7573
"[2, 3, 7, 7, 7]",2,329.2804
"[2, 4, 4, 4, 4]",424,334.1124
"[2, 4, 4, 4, 5]",1566,333.4427
"[2, 4, 4, 4, 6]",871,333.8571
"[2, 4, 4, 4, 7]",164,336.0074
"[2, 4, 4, 4, 8]",22,334.5503
"[2, 4, 4, 5, 5]",2166,333.4380
"[2, 4, 4, 5, 6]",2300,334.1761
"[2, 4, 4, 5, 7]",520,334.4577
"[2, 4, 4, 5, 8]",51,336.0139
"[2, 4, 4, 5, 9]",5,331.9650
"[2, 4, 4, 5, 10]",1,324.0413
"[2, 4, 4, 6, 6]",586,334.4322
"[2, 4, 4, 6, 7]",264,336.4463
"[2, 4, 4, 6, 8]",31,335.6051
"[2, 4, 4, 6, 9]",2,333.3154
"[2, 4, 4, 6, 10]",1,338.3641
"[2, 4, 4, 7, 7]",23,336.2428
"[2, 4, 4, 7, 8]",11,340.6290
"[2, 4, 4, 7, 9]",1,337.9838
"[2, 4, 4, 8, 8]",1,356.1781
"[2, 4, 5, 5, 5]",1319,334.3884
"[2, 4, 5, 5, 6]",2077,334.8733
"[2, 4, 5, 5, 7]",474,335.4281
"[2, 4, 5, 5, 8]",54,334.1539
"[2, 4, 5, 5, 9]",5,333.7636
"[2, 4, 5, 6, 6]",1141,335.8254
"[2, 4, 5, 6, 7]",509,335.8631
"[2, 4, 5, 6, 8]",53,338.7023
"[2, 4, 5, 6, 9]",5,332.4140
"[2, 4, 5, 6, 10]",1,322.8372
"[2, 4, 5, 7, 7]",78,337.7025
"[2, 4, 5, 7, 8]",9,331.1851
"[2, 4, 5, 7, 9]",2,321.6536
"[2, 4, 6, 6, 6]",216,335.8989
"[2, 4, 6, 6, 7]",135,335.4013
"[2, 4, 6, 6, 8]",12,339.7801
"[2, 4, 6, 6, 9]",1,340.8617
"[2, 4, 6, 7, 7]",36,338.1072
"[2, 4, 6, 7, 8]",5,341.6976
"[2, 4, 7, 7, 7]",1,333.0022
"[2, 5, 5, 5, 5]",287,334.2777
"[2, 5, 5, 5, 6]",629,334.9874
"[2, 5, 5, 5, 7]",153,334.1269
"[2, 5, 5, 5, 8]",17,336.9243
"[2, 5, 5, 6, 6]",520,335.9632
"[2, 5, 5, 6, 7]",255,337.3972
"[2, 5, 5, 6, 8]",16,329.6462
"[2, 5, 5, 6, 9]",3,334.4099
"[2, 5, 5, 7, 7]",21,340.6273
"[2, 5, 5, 7, 8]",10,345.2419
"[2, 5, 6, 6, 6]",190,335.4166
"[2, 5, 6, 6, 7]",131,338.0452
"[2, 5, 6, 6, 8]",19,335.5208
"[2, 5, 6, 6, 9]",1,338.8967
"[2, 5, 6, 7, 7]",29,336.2683
"[2, 5, 6, 7, 8]",5,344.3855
"[2, 5, 7, 7, 7]",1,333.7682
"[2, 6, 6, 6, 6]",23,339.5743
"[2, 6, 6, 6, 7]",24,339.0145
"[2, 6, 6, 6, 8]",3,335.7040
"[2, 6, 6, 7, 7]",4,349.4650
"[2, 6, 6, 7, 8]",3,338.1715
"[2, 6, 7, 7, 7]",3,331.3034
"[3, 3, 3, 3, 3]",102,331.5609
"[3, 3, 3, 3, 4]",428,333.5265
"[3, 3, 3, 3, 5]",417,334.1962
"[3, 3, 3, 3, 6]",182,334.2854
"[3, 3, 3, 3, 7]",42,333.2188
"[3, 3, 3, 3, 8]",5,326.3884
"[3, 3, 3, 3, 9]",1,322.4378
"[3, 3, 3, 4, 4]",864,333.9691
"[3, 3, 3, 4, 5]",1615,334.1836
"[3, 3, 3, 4, 6]",805,334.9398
"[3, 3, 3, 4, 7]",189,335.6454
"[3, 3, 3, 4, 8]",18,337.2829
"[3, 3, 3, 4, 9]",3,330.6516
"[3, 3, 3, 5, 5]",691,334.9586
"[3, 3, 3, 5, 6]",760,335.7639
"[3, 3, 3, 5, 7]",149,338.4430
"[3, 3, 3, 5, 8]",20,333.7816
"[3, 3, 3, 5, 9]",1,350.3673
"[3, 3, 3, 6, 6]",214,335.3523
"[3, 3, 3, 6, 7]",81,336.4097
"[3, 3, 3, 6, 8]",12,342.3683
"[3, 3, 3, 7, 7]",13,334.2256
"[3, 3, 3, 7, 8]",2,324.9496
"[3, 3, 4, 4, 4]",799,334.2614
"[3, 3, 4, 4, 5]",2351,334.3153
"[3, 3, 4, 4, 6]",1241,335.1004
"[3, 3, 4, 4, 7]",303,336.2776
"[3, 3, 4, 4, 8]",28,332.7005
"[3, 3, 4, 4, 9]",1,320.2986
"[3, 3, 4, 5, 5]",2194,334.6488
"[3, 3, 4, 5, 6]",2304,334.9310
"[3, 3, 4, 5, 7]",500,336.3096
"[3, 3, 4, 5, 8]",53,336.5499
"[3, 3, 4, 5, 9]",7,327.8660
"[3, 3, 4, 6, 6]",612,336.2619
"[3, 3, 4, 6, 7]",280,336.1720
"[3, 3, 4, 6, 8]",36,336.8569
"[3, 3, 4, 6, 9]",1,321.3881
"[3, 3, 4, 7, 7]",29,335.8499
"[3, 3, 4, 7, 8]",7,330.9395
"[3, 3, 4, 7, 9]",1,335.8622
"[3, 3, 5, 5, 5]",624,334.9645
