Retailer_State_Pair,Sample_Count,Optimal_Order_Up_To_Level
"[1, 2, 3, 0, 1]",86,0.0000
"[1, 2, 3, 0, 2]",81,0.0000
"[1, 2, 3, 0, 3]",103,0.0000
"[1, 2, 3, 0, 4]",96,0.0000
"[1, 2, 3, 0, 5]",89,166.7161
"[1, 2, 3, 0, 6]",49,178.2099
"[1, 2, 3, 0, 7]",7,178.1910
"[1, 2, 3, 1, 0]",97,0.0000
"[1, 2, 3, 1, 1]",104,0.0000
"[1, 2, 3, 1, 2]",98,0.0000
"[1, 2, 3, 1, 3]",85,0.0000
"[1, 2, 3, 1, 4]",86,0.0000
"[1, 2, 3, 1, 5]",86,163.4369
"[1, 2, 3, 1, 6]",49,178.4868
"[1, 2, 3, 1, 7]",4,213.4951
"[1, 2, 3, 2, 0]",93,0.0000
"[1, 2, 3, 2, 1]",99,0.0000
"[1, 2, 3, 2, 2]",96,0.0000
"[1, 2, 3, 2, 3]",90,0.0000
"[1, 2, 3, 2, 4]",75,0.0000
"[1, 2, 3, 2, 5]",100,163.7722
"[1, 2, 3, 2, 6]",48,178.2723
"[1, 2, 3, 2, 7]",1,172.7061
"[1, 2, 3, 3, 0]",106,0.0000
"[1, 2, 3, 3, 1]",95,0.0000
"[1, 2, 3, 3, 2]",94,0.0000
"[1, 2, 3, 3, 3]",82,0.0000
"[1, 2, 3, 3, 4]",93,0.0000
"[1, 2, 3, 3, 5]",89,165.6337
"[1, 2, 3, 3, 6]",48,179.2920
"[1, 2, 3, 3, 7]",3,187.2411
"[1, 2, 3, 4, 0]",94,0.0000
"[1, 2, 3, 4, 1]",124,0.0000
"[1, 2, 3, 4, 2]",102,0.0000
"[1, 2, 3, 4, 3]",102,0.0000
"[1, 2, 3, 4, 4]",98,0.0000
"[1, 2, 3, 4, 5]",101,164.9192
"[1, 2, 3, 4, 6]",53,180.5699
"[1, 2, 3, 4, 7]",3,179.6255
"[1, 2, 3, 5, 0]",102,83.4487
"[1, 2, 3, 5, 1]",92,84.1677
"[1, 2, 3, 5, 2]",104,83.5718
"[1, 2, 3, 5, 3]",90,83.6300
"[1, 2, 3, 5, 4]",100,84.0301
"[1, 2, 3, 5, 5]",88,233.7073
"[1, 2, 3, 5, 6]",38,237.3911
"[1, 2, 3, 5, 7]",3,256.8187
"[1, 2, 3, 6, 0]",51,88.8832
"[1, 2, 3, 6, 1]",49,88.2680
"[1, 2, 3, 6, 2]",54,89.7223
"[1, 2, 3, 6, 3]",47,88.7146
"[1, 2, 3, 6, 4]",51,89.3353
"[1, 2, 3, 6, 5]",47,247.9568
"[1, 2, 3, 6, 6]",19,259.1670
"[1, 2, 3, 6, 7]",2,274.9209
"[1, 2, 3, 7, 0]",11,90.4801
"[1, 2, 3, 7, 1]",8,86.6244
"[1, 2, 3, 7, 2]",3,92.1822
"[1, 2, 3, 7, 3]",17,92.1552
"[1, 2, 3, 7, 4]",6,87.1742
"[1, 2, 3, 7, 5]",6,246.3821
"[1, 2, 3, 7, 6]",4,268.1300
"[1, 2, 3, 7, 7]",1,265.7716
"[1, 2, 3, 8, 0]",3,95.4629
"[1, 2, 3, 8, 2]",1,90.5746
"[1, 2, 3, 8, 5]",1,248.4379
"[1, 2, 4, 0, 0]",98,0.0000
"[1, 2, 4, 0, 1]",90,0.0000
"[1, 2, 4, 0, 2]",93,0.0000
"[1, 2, 4, 0, 3]",100,0.0000
"[1, 2, 4, 0, 4]",105,0.0000
"[1, 2, 4, 0, 5]",87,167.6056
"[1, 2, 4, 0, 6]",38,178.4639
"[1, 2, 4, 0, 7]",2,225.3998
"[1, 2, 4, 1, 0]",93,0.0000
"[1, 2, 4, 1, 1]",97,0.0000
"[1, 2, 4, 1, 2]",86,0.0000
"[1, 2, 4, 1, 3]",86,0.0000
"[1, 2, 4, 1, 4]",90,0.0000
"[1, 2, 4, 1, 5]",74,165.3610
"[1, 2, 4, 1, 6]",55,196.6271
"[1, 2, 4, 1, 7]",1,185.5885
"[1, 2, 4, 2, 0]",114,0.0000
"[1, 2, 4, 2, 1]",97,0.0000
"[1, 2, 4, 2, 2]",89,0.0000
"[1, 2, 4, 2, 3]",78,0.0000
"[1, 2, 4, 2, 4]",109,0.0000
"[1, 2, 4, 2, 5]",77,165.1984
"[1, 2, 4, 2, 6]",48,182.8008
"[1, 2, 4, 2, 7]",1,182.7487
"[1, 2, 4, 3, 0]",83,0.0000
"[1, 2, 4, 3, 1]",96,0.0000
"[1, 2, 4, 3, 2]",83,0.0000
"[1, 2, 4, 3, 3]",91,0.0000
"[1, 2, 4, 3, 4]",105,0.0000
"[1, 2, 4, 3, 5]",85,167.7834
"[1, 2, 4, 3, 6]",49,182.7041
"[1, 2, 4, 3, 7]",6,188.1126
"[1, 2, 4, 4, 0]",95,0.0000
"[1, 2, 4, 4, 1]",96,40.0654
"[1, 2, 4, 4, 2]",83,0.0000
"[1, 2, 4, 4, 3]",100,0.0000
"[1, 2, 4, 4, 4]",80,0.0000
"[1, 2, 4, 4, 5]",86,171.1837
"[1, 2, 4, 4, 6]",57,184.5970
"[1, 2, 4, 4, 7]",3,214.1094
"[1, 2, 4, 5, 0]",95,85.4551
"[1, 2, 4, 5, 1]",81,83.4461
"[1, 2, 4, 5, 2]",99,83.4883
"[1, 2, 4, 5, 3]",106,86.0581
"[1, 2, 4, 5, 4]",81,83.3826
"[1, 2, 4, 5, 5]",82,246.7534
"[1, 2, 4, 5, 6]",53,257.5048
"[1, 2, 4, 5, 7]",2,267.5924
"[1, 2, 4, 6, 0]",49,90.0220
"[1, 2, 4, 6, 1]",52,89.3108
"[1, 2, 4, 6, 2]",44,90.3959
"[1, 2, 4, 6, 3]",42,86.0164
"[1, 2, 4, 6, 4]",48,90.4280
"[1, 2, 4, 6, 5]",49,249.9674
"[1, 2, 4, 6, 6]",24,267.5512
"[1, 2, 4, 7, 0]",8,88.8941
"[1, 2, 4, 7, 1]",14,92.0605
"[1, 2, 4, 7, 2]",12,90.9841
"[1, 2, 4, 7, 3]",11,96.3369
"[1, 2, 4, 7, 4]",11,88.3467
"[1, 2, 4, 7, 5]",9,252.1189
"[1, 2, 4, 7, 6]",2,266.0224
"[1, 2, 4, 8, 3]",1,93.1151
"[1, 2, 4, 8, 6]",2,270.8861
"[1, 2, 5, 0, 0]",101,42.2758
"[1, 2, 5, 0, 1]",86,41.8496
"[1, 2, 5, 0, 2]",77,43.1809
"[1, 2, 5, 0, 3]",89,42.8366
"[1, 2, 5, 0, 4]",65,41.6458
"[1, 2, 5, 0, 5]",93,197.0124
"[1, 2, 5, 0, 6]",46,215.8170
"[1, 2, 5, 0, 7]",1,218.0204
"[1, 2, 5, 1, 0]",96,42.5196
"[1, 2, 5, 1, 1]",81,42.3831
"[1, 2, 5, 1, 2]",89,41.4099
"[1, 2, 5, 1, 3]",78,42.3274
"[1, 2, 5, 1, 4]",70,42.5447
"[1, 2, 5, 1, 5]",85,201.6698
"[1, 2, 5, 1, 6]",52,213.3745
"[1, 2, 5, 1, 7]",2,210.7048
"[1, 2, 5, 2, 0]",79,41.7537
"[1, 2, 5, 2, 1]",82,43.0117
"[1, 2, 5, 2, 2]",89,41.6341
"[1, 2, 5, 2, 3]",100,41.7794
"[1, 2, 5, 2, 4]",106,42.8592
"[1, 2, 5, 2, 5]",78,175.3497
"[1, 2, 5, 2, 6]",34,216.8149
"[1, 2, 5, 2, 7]",1,217.7871
"[1, 2, 5, 3, 0]",75,41.3194
"[1, 2, 5, 3, 1]",95,41.5616
"[1, 2, 5, 3, 2]",92,41.8492
"[1, 2, 5, 3, 3]",88,41.1731
"[1, 2, 5, 3, 4]",88,42.2648
"[1, 2, 5, 3, 5]",77,201.9631
"[1, 2, 5, 3, 6]",41,208.8118
"[1, 2, 5, 4, 0]",62,42.3844
"[1, 2, 5, 4, 1]",85,44.0424
"[1, 2, 5, 4, 2]",73,41.8318
"[1, 2, 5, 4, 3]",81,43.2459
"[1, 2, 5, 4, 4]",80,41.7637
"[1, 2, 5, 4, 5]",79,196.0644
"[1, 2, 5, 4, 6]",30,215.5172
"[1, 2, 5, 4, 7]",3,171.3304
"[1, 2, 5, 5, 0]",64,121.2019
"[1, 2, 5, 5, 1]",68,94.2287
"[1, 2, 5, 5, 2]",79,119.0509
"[1, 2, 5, 5, 3]",72,119.3794
"[1, 2, 5, 5, 4]",74,121.4651
"[1, 2, 5, 5, 5]",54,209.0093
"[1, 2, 5, 5, 6]",40,281.7297
"[1, 2, 5, 5, 7]",1,210.6463
"[1, 2, 5, 6, 0]",42,125.8335
"[1, 2, 5, 6, 1]",46,130.7168
"[1, 2, 5, 6, 2]",52,129.6845
"[1, 2, 5, 6, 3]",41,119.8102
"[1, 2, 5, 6, 4]",28,123.2257
"[1, 2, 5, 6, 5]",38,291.5709
"[1, 2, 5, 6, 6]",14,298.4159
"[1, 2, 5, 7, 0]",7,126.0391
"[1, 2, 5, 7, 1]",8,127.7662
"[1, 2, 5, 7, 2]",8,125.9107
"[1, 2, 5, 7, 3]",6,140.1854
"[1, 2, 5, 7, 4]",12,132.0730
"[1, 2, 5, 7, 5]",6,260.1675
"[1, 2, 5, 7, 6]",6,283.5299
"[1, 2, 5, 8, 3]",1,130.6367
"[1, 2, 6, 0, 0]",51,43.2759
"[1, 2, 6, 0, 1]",45,42.2244
"[1, 2, 6, 0, 2]",52,44.1131
"[1, 2, 6, 0, 3]",52,43.1358
"[1, 2, 6, 0, 4]",55,43.8695
"[1, 2, 6, 0, 5]",61,203.6127
"[1, 2, 6, 0, 6]",24,214.4007
"[1, 2, 6, 0, 7]",1,217.0311
"[1, 2, 6, 1, 0]",52,43.7460
"[1, 2, 6, 1, 1]",46,44.5284
"[1, 2, 6, 1, 2]",46,43.2186
"[1, 2, 6, 1, 3]",43,44.0421
"[1, 2, 6, 1, 4]",43,43.8615
"[1, 2, 6, 1, 5]",48,197.9294
"[1, 2, 6, 1, 6]",27,219.6586
"[1, 2, 6, 1, 7]",4,229.3163
"[1, 2, 6, 2, 0]",44,45.4060
"[1, 2, 6, 2, 1]",32,44.8205
"[1, 2, 6, 2, 2]",38,44.1366
"[1, 2, 6, 2, 3]",36,43.2545
"[1, 2, 6, 2, 4]",43,44.4001
"[1, 2, 6, 2, 5]",55,197.7618
"[1, 2, 6, 2, 6]",38,217.5994
"[1, 2, 6, 2, 7]",1,167.9374
"[1, 2, 6, 3, 0]",37,43.4651
"[1, 2, 6, 3, 1]",42,43.1708
"[1, 2, 6, 3, 2]",50,44.5437
"[1, 2, 6, 3, 3]",45,45.2736
"[1, 2, 6, 3, 4]",47,44.2620
"[1, 2, 6, 3, 5]",55,204.0889
"[1, 2, 6, 3, 6]",16,212.8537
"[1, 2, 6, 3, 7]",2,225.2847
"[1, 2, 6, 4, 0]",54,44.9996
"[1, 2, 6, 4, 1]",57,45.2448
"[1, 2, 6, 4, 2]",51,44.0884
"[1, 2, 6, 4, 3]",41,45.5245
"[1, 2, 6, 4, 4]",37,44.8524
"[1, 2, 6, 4, 5]",40,208.8941
"[1, 2, 6, 4, 6]",24,222.1571
"[1, 2, 6, 4, 7]",4,212.3921
"[1, 2, 6, 5, 0]",43,129.9278
"[1, 2, 6, 5, 1]",40,121.7088
"[1, 2, 6, 5, 2]",44,125.9910
"[1, 2, 6, 5, 3]",49,127.1849
"[1, 2, 6, 5, 4]",40,118.9592
"[1, 2, 6, 5, 5]",48,257.4836
"[1, 2, 6, 5, 6]",33,278.4950
"[1, 2, 6, 5, 7]",2,300.7191
"[1, 2, 6, 6, 0]",12,123.6582
"[1, 2, 6, 6, 1]",30,130.6195
"[1, 2, 6, 6, 2]",22,129.6456
"[1, 2, 6, 6, 3]",21,131.9283
"[1, 2, 6, 6, 4]",24,132.2610
"[1, 2, 6, 6, 5]",21,282.0511
"[1, 2, 6, 6, 6]",14,295.1276
"[1, 2, 6, 6, 7]",2,224.6258
"[1, 2, 6, 7, 0]",6,127.6751
"[1, 2, 6, 7, 1]",8,131.9695
"[1, 2, 6, 7, 2]",1,137.1560
"[1, 2, 6, 7, 3]",5,128.9982
"[1, 2, 6, 7, 4]",5,128.2428
"[1, 2, 6, 7, 5]",3,239.9785
"[1, 2, 6, 7, 6]",1,303.8069
"[1, 2, 6, 8, 0]",1,131.5478
"[1, 2, 6, 8, 5]",1,264.2829
"[1, 2, 7, 0, 0]",9,45.7723
"[1, 2, 7, 0, 1]",10,44.6383
"[1, 2, 7, 0, 2]",13,43.2523
"[1, 2, 7, 0, 3]",7,42.8656
"[1, 2, 7, 0, 4]",21,45.1917
"[1, 2, 7, 0, 5]",12,169.1819
"[1, 2, 7, 0, 6]",11,217.5138
"[1, 2, 7, 1, 0]",15,45.1424
"[1, 2, 7, 1, 1]",13,44.7663
"[1, 2, 7, 1, 2]",17,44.3571
"[1, 2, 7, 1, 3]",12,43.9138
"[1, 2, 7, 1, 4]",16,43.4474
"[1, 2, 7, 1, 5]",14,210.4802
"[1, 2, 7, 1, 6]",5,214.7760
"[1, 2, 7, 2, 0]",17,44.5959
"[1, 2, 7, 2, 1]",22,44.8588
"[1, 2, 7, 2, 2]",16,44.2634
"[1, 2, 7, 2, 3]",19,45.2286
"[1, 2, 7, 2, 4]",16,46.4576
"[1, 2, 7, 2, 5]",18,197.7681
"[1, 2, 7, 2, 6]",6,215.8611
"[1, 2, 7, 3, 0]",19,46.0305
"[1, 2, 7, 3, 1]",20,43.9727
"[1, 2, 7, 3, 2]",16,44.6696
"[1, 2, 7, 3, 3]",17,44.5345
"[1, 2, 7, 3, 4]",16,45.7249
"[1, 2, 7, 3, 5]",17,200.2144
"[1, 2, 7, 3, 6]",6,217.9640
"[1, 2, 7, 3, 7]",1,211.3481
"[1, 2, 7, 4, 0]",11,46.9433
"[1, 2, 7, 4, 1]",15,44.0997
"[1, 2, 7, 4, 2]",11,45.7254
"[1, 2, 7, 4, 3]",13,44.2841
"[1, 2, 7, 4, 4]",15,42.7891
"[1, 2, 7, 4, 5]",18,206.6848
"[1, 2, 7, 4, 6]",5,218.8351
"[1, 2, 7, 4, 7]",1,228.3025
"[1, 2, 7, 5, 0]",11,121.2641
"[1, 2, 7, 5, 1]",16,86.7311
"[1, 2, 7, 5, 2]",7,123.1070
"[1, 2, 7, 5, 3]",13,125.4966
"[1, 2, 7, 5, 4]",11,123.9639
"[1, 2, 7, 5, 5]",10,283.8171
"[1, 2, 7, 5, 6]",8,302.6869
"[1, 2, 7, 6, 0]",11,128.3027
"[1, 2, 7, 6, 1]",9,133.3221
"[1, 2, 7, 6, 2]",7,135.9838
"[1, 2, 7, 6, 3]",10,126.8362
"[1, 2, 7, 6, 4]",9,135.5354
"[1, 2, 7, 6, 5]",13,293.9903
"[1, 2, 7, 6, 6]",4,313.4215
"[1, 2, 7, 7, 0]",1,122.2600
"[1, 2, 7, 7, 1]",3,132.6292
"[1, 2, 7, 7, 2]",5,130.7190
"[1, 2, 7, 7, 3]",2,128.3713
"[1, 2, 7, 7, 4]",2,132.6332
"[1, 2, 7, 7, 5]",3,291.6502
"[1, 2, 7, 7, 6]",1,253.7717
"[1, 2, 7, 8, 2]",1,135.0886
"[1, 2, 7, 8, 3]",1,94.5830
"[1, 2, 7, 8, 5]",1,255.9406
"[1, 2, 8, 0, 0]",1,0.0000
"[1, 2, 8, 0, 1]",1,41.2273
"[1, 2, 8, 0, 2]",2,45.5467
"[1, 2, 8, 0, 3]",3,47.5640
"[1, 2, 8, 0, 4]",2,42.6351
"[1, 2, 8, 0, 5]",5,211.2453
"[1, 2, 8, 0, 6]",2,210.7097
"[1, 2, 8, 1, 0]",4,45.7791
"[1, 2, 8, 1, 1]",2,46.4470
"[1, 2, 8, 1, 2]",2,41.5679
"[1, 2, 8, 1, 3]",2,43.1059
"[1, 2, 8, 1, 4]",3,47.3378
"[1, 2, 8, 1, 5]",1,43.2342
"[1, 2, 8, 1, 6]",1,208.8362
"[1, 2, 8, 1, 7]",1,221.0820
"[1, 2, 8, 2, 0]",3,41.8387
"[1, 2, 8, 2, 1]",6,45.3512
"[1, 2, 8, 2, 2]",2,44.3533
"[1, 2, 8, 2, 3]",2,46.8361
"[1, 2, 8, 2, 4]",5,44.4247
"[1, 2, 8, 2, 5]",3,204.5555
"[1, 2, 8, 3, 0]",3,44.4087
"[1, 2, 8, 3, 1]",2,45.6372
"[1, 2, 8, 3, 2]",6,44.1838
"[1, 2, 8, 3, 3]",2,48.1482
"[1, 2, 8, 3, 4]",1,42.3030
"[1, 2, 8, 3, 6]",1,213.0442
"[1, 2, 8, 4, 0]",1,0.0000
"[1, 2, 8, 4, 1]",2,44.2000
"[1, 2, 8, 4, 2]",3,48.4188
"[1, 2, 8, 4, 3]",2,48.1204
"[1, 2, 8, 4, 4]",3,205.3439
"[1, 2, 8, 4, 5]",4,203.8192
"[1, 2, 8, 4, 6]",1,224.3180
"[1, 2, 8, 5, 0]",4,125.8091
"[1, 2, 8, 5, 3]",2,90.5802
"[1, 2, 8, 5, 4]",4,48.6163
"[1, 2, 8, 5, 5]",2,224.7656
"[1, 2, 8, 5, 6]",1,170.2945
"[1, 2, 8, 6, 0]",2,131.5080
"[1, 2, 8, 6, 1]",2,127.7544
"[1, 2, 8, 6, 2]",3,130.5037
"[1, 2, 8, 6, 3]",3,132.5299
"[1, 2, 8, 6, 4]",2,131.7866
"[1, 2, 8, 6, 6]",1,226.8799
"[1, 2, 8, 7, 0]",1,80.8413
"[1, 2, 8, 7, 1]",1,90.2331
"[1, 2, 8, 9, 4]",1,126.3196
"[1, 2, 9, 0, 5]",1,40.3067
"[1, 2, 9, 1, 0]",1,44.4925
"[1, 2, 9, 2, 0]",1,46.9534
"[1, 2, 9, 3, 0]",1,41.7716
"[1, 2, 9, 3, 5]",2,215.7564
"[1, 2, 9, 4, 4]",1,40.5701
"[1, 2, 9, 4, 6]",1,222.8758
"[1, 2, 9, 5, 0]",1,130.4235
"[1, 2, 9, 5, 5]",1,278.4461
"[1, 3, 0, 0, 0]",95,0.0000
"[1, 3, 0, 0, 1]",71,0.0000
"[1, 3, 0, 0, 2]",103,0.0000
"[1, 3, 0, 0, 3]",84,0.0000
"[1, 3, 0, 0, 4]",95,0.0000
"[1, 3, 0, 0, 5]",85,165.4874
"[1, 3, 0, 0, 6]",48,181.4737
"[1, 3, 0, 0, 7]",2,175.1912
"[1, 3, 0, 1, 0]",89,0.0000
"[1, 3, 0, 1, 1]",97,0.0000
"[1, 3, 0, 1, 2]",103,0.0000
"[1, 3, 0, 1, 3]",91,0.0000
"[1, 3, 0, 1, 4]",89,0.0000
"[1, 3, 0, 1, 5]",93,166.4263
"[1, 3, 0, 1, 6]",41,178.8746
"[1, 3, 0, 1, 7]",4,184.0638
"[1, 3, 0, 2, 0]",92,0.0000
"[1, 3, 0, 2, 1]",101,0.0000
"[1, 3, 0, 2, 2]",93,0.0000
"[1, 3, 0, 2, 3]",97,0.0000
"[1, 3, 0, 2, 4]",95,0.0000
"[1, 3, 0, 2, 5]",92,166.8419
"[1, 3, 0, 2, 6]",50,181.7762
"[1, 3, 0, 2, 7]",3,183.1795
"[1, 3, 0, 3, 0]",81,0.0000
"[1, 3, 0, 3, 1]",91,0.0000
"[1, 3, 0, 3, 2]",98,0.0000
"[1, 3, 0, 3, 3]",103,0.0000
"[1, 3, 0, 3, 4]",96,0.0000
"[1, 3, 0, 3, 5]",105,165.7331
"[1, 3, 0, 3, 6]",51,179.6312
"[1, 3, 0, 3, 7]",4,183.9740
"[1, 3, 0, 4, 0]",104,0.0000
"[1, 3, 0, 4, 1]",100,0.0000
"[1, 3, 0, 4, 2]",79,0.0000
"[1, 3, 0, 4, 3]",102,0.0000
"[1, 3, 0, 4, 4]",105,0.0000
"[1, 3, 0, 4, 5]",86,170.5867
"[1, 3, 0, 4, 6]",54,178.5481
"[1, 3, 0, 4, 7]",4,189.2047
"[1, 3, 0, 5, 0]",101,84.1720
"[1, 3, 0, 5, 1]",83,83.7298
"[1, 3, 0, 5, 2]",105,83.8692
"[1, 3, 0, 5, 3]",89,82.9569
"[1, 3, 0, 5, 4]",95,85.2549
"[1, 3, 0, 5, 5]",83,240.7355
"[1, 3, 0, 5, 6]",59,259.2988
"[1, 3, 0, 5, 7]",5,263.5168
"[1, 3, 0, 6, 0]",48,91.8630
"[1, 3, 0, 6, 1]",46,86.0076
"[1, 3, 0, 6, 2]",49,87.3008
"[1, 3, 0, 6, 3]",46,88.3340
"[1, 3, 0, 6, 4]",52,89.4201
"[1, 3, 0, 6, 5]",49,248.6853
"[1, 3, 0, 6, 6]",29,262.7720
"[1, 3, 0, 6, 7]",1,252.4476
"[1, 3, 0, 7, 0]",11,90.2517
"[1, 3, 0, 7, 1]",8,92.1132
"[1, 3, 0, 7, 2]",10,89.3141
"[1, 3, 0, 7, 3]",10,88.4620
"[1, 3, 0, 7, 4]",9,93.3403
"[1, 3, 0, 7, 5]",7,251.6894
"[1, 3, 0, 7, 6]",5,274.2692
"[1, 3, 0, 8, 2]",1,84.6501
"[1, 3, 0, 8, 4]",1,82.9963
"[1, 3, 0, 8, 5]",1,88.1611
"[1, 3, 0, 8, 6]",1,260.7831
"[1, 3, 1, 0, 0]",107,0.0000
"[1, 3, 1, 0, 1]",108,0.0000
"[1, 3, 1, 0, 2]",103,0.0000
"[1, 3, 1, 0, 3]",68,0.0000
"[1, 3, 1, 0, 4]",120,0.0000
"[1, 3, 1, 0, 5]",84,163.8697
"[1, 3, 1, 0, 6]",44,178.1158
"[1, 3, 1, 0, 7]",3,173.9216
"[1, 3, 1, 1, 0]",110,0.0000
"[1, 3, 1, 1, 1]",90,0.0000
"[1, 3, 1, 1, 2]",81,0.0000
"[1, 3, 1, 1, 3]",116,0.0000
"[1, 3, 1, 1, 4]",121,0.0000
"[1, 3, 1, 1, 5]",96,167.3422
"[1, 3, 1, 1, 6]",39,178.4883
"[1, 3, 1, 1, 7]",5,186.1730
"[1, 3, 1, 2, 0]",94,0.0000
"[1, 3, 1, 2, 1]",78,0.0000
"[1, 3, 1, 2, 2]",98,0.0000
"[1, 3, 1, 2, 3]",94,0.0000
"[1, 3, 1, 2, 4]",126,0.0000
"[1, 3, 1, 2, 5]",105,164.1952
"[1, 3, 1, 2, 6]",53,180.1754
"[1, 3, 1, 2, 7]",2,185.8210
"[1, 3, 1, 3, 0]",102,0.0000
"[1, 3, 1, 3, 1]",101,0.0000
"[1, 3, 1, 3, 2]",101,0.0000
"[1, 3, 1, 3, 3]",86,0.0000
"[1, 3, 1, 3, 4]",115,0.0000
"[1, 3, 1, 3, 5]",99,165.0447
"[1, 3, 1, 3, 6]",53,177.9350
"[1, 3, 1, 3, 7]",2,177.1571
"[1, 3, 1, 4, 0]",98,0.0000
"[1, 3, 1, 4, 1]",93,0.0000
"[1, 3, 1, 4, 2]",106,0.0000
"[1, 3, 1, 4, 3]",85,0.0000
"[1, 3, 1, 4, 4]",102,0.0000
"[1, 3, 1, 4, 5]",104,163.4777
"[1, 3, 1, 4, 6]",42,178.9532
"[1, 3, 1, 4, 7]",3,255.7616
"[1, 3, 1, 5, 0]",82,84.6611
"[1, 3, 1, 5, 1]",92,83.5971
"[1, 3, 1, 5, 2]",84,84.2680
"[1, 3, 1, 5, 3]",90,82.9672
"[1, 3, 1, 5, 4]",91,84.4184
"[1, 3, 1, 5, 5]",100,236.9983
"[1, 3, 1, 5, 6]",40,260.8403
"[1, 3, 1, 5, 7]",1,255.2988
"[1, 3, 1, 6, 0]",46,90.4610
"[1, 3, 1, 6, 1]",50,89.7109
"[1, 3, 1, 6, 2]",53,88.9225
"[1, 3, 1, 6, 3]",40,86.8768
"[1, 3, 1, 6, 4]",54,91.1928
"[1, 3, 1, 6, 5]",45,252.6189
"[1, 3, 1, 6, 6]",27,268.5150
"[1, 3, 1, 6, 7]",1,255.8679
"[1, 3, 1, 7, 0]",9,93.1843
"[1, 3, 1, 7, 1]",10,90.4363
"[1, 3, 1, 7, 2]",7,90.6856
"[1, 3, 1, 7, 3]",11,88.0086
"[1, 3, 1, 7, 4]",10,89.9785
"[1, 3, 1, 7, 5]",5,253.6408
"[1, 3, 1, 7, 6]",4,288.3960
"[1, 3, 1, 8, 0]",1,83.2980
"[1, 3, 1, 8, 1]",1,83.6058
"[1, 3, 1, 8, 2]",1,91.8943
"[1, 3, 1, 8, 3]",4,88.7023
"[1, 3, 2, 0, 0]",105,0.0000
"[1, 3, 2, 0, 1]",105,0.0000
"[1, 3, 2, 0, 2]",107,0.0000
"[1, 3, 2, 0, 3]",104,0.0000
"[1, 3, 2, 0, 4]",91,0.0000
"[1, 3, 2, 0, 5]",96,166.4317
"[1, 3, 2, 0, 6]",51,178.4475
"[1, 3, 2, 0, 7]",5,171.7528
"[1, 3, 2, 1, 0]",99,0.0000
"[1, 3, 2, 1, 1]",110,0.0000
"[1, 3, 2, 1, 2]",83,0.0000
"[1, 3, 2, 1, 3]",99,0.0000
"[1, 3, 2, 1, 4]",86,0.0000
"[1, 3, 2, 1, 5]",93,163.1646
"[1, 3, 2, 1, 6]",37,179.7227
"[1, 3, 2, 1, 7]",1,168.8871
"[1, 3, 2, 2, 0]",100,0.0000
"[1, 3, 2, 2, 1]",80,0.0000
"[1, 3, 2, 2, 2]",87,0.0000
"[1, 3, 2, 2, 3]",94,0.0000
"[1, 3, 2, 2, 4]",107,0.0000
"[1, 3, 2, 2, 5]",100,165.4312
"[1, 3, 2, 2, 6]",62,177.4103
"[1, 3, 2, 2, 7]",3,179.4207
"[1, 3, 2, 3, 0]",108,0.0000
"[1, 3, 2, 3, 1]",98,0.0000
"[1, 3, 2, 3, 2]",102,0.0000
"[1, 3, 2, 3, 3]",103,0.0000
"[1, 3, 2, 3, 4]",94,0.0000
"[1, 3, 2, 3, 5]",103,163.7292
"[1, 3, 2, 3, 6]",37,178.1376
"[1, 3, 2, 3, 7]",4,183.7472
"[1, 3, 2, 4, 0]",92,0.0000
"[1, 3, 2, 4, 1]",118,0.0000
"[1, 3, 2, 4, 2]",95,0.0000
"[1, 3, 2, 4, 3]",124,0.0000
"[1, 3, 2, 4, 4]",107,0.0000
"[1, 3, 2, 4, 5]",101,163.6603
"[1, 3, 2, 4, 6]",56,181.4383
"[1, 3, 2, 4, 7]",1,168.6997
"[1, 3, 2, 5, 0]",87,83.5086
"[1, 3, 2, 5, 1]",85,82.6403
"[1, 3, 2, 5, 2]",103,82.4245
"[1, 3, 2, 5, 3]",89,83.0902
"[1, 3, 2, 5, 4]",75,84.1036
"[1, 3, 2, 5, 5]",76,241.0075
"[1, 3, 2, 5, 6]",62,256.0827
"[1, 3, 2, 5, 7]",2,184.9688
"[1, 3, 2, 6, 0]",42,88.9551
"[1, 3, 2, 6, 1]",52,86.5570
"[1, 3, 2, 6, 2]",41,88.9170
"[1, 3, 2, 6, 3]",55,89.3846
"[1, 3, 2, 6, 4]",53,88.4155
"[1, 3, 2, 6, 5]",44,245.9032
"[1, 3, 2, 6, 6]",25,263.3480
"[1, 3, 2, 6, 7]",3,271.0246
"[1, 3, 2, 7, 0]",15,88.8460
"[1, 3, 2, 7, 1]",14,93.1995
"[1, 3, 2, 7, 2]",7,90.8479
"[1, 3, 2, 7, 3]",9,90.6899
"[1, 3, 2, 7, 4]",6,90.6535
"[1, 3, 2, 7, 5]",6,249.0975
"[1, 3, 2, 7, 6]",4,271.4375
"[1, 3, 2, 8, 0]",3,91.0978
"[1, 3, 2, 8, 2]",1,87.0683
"[1, 3, 2, 8, 3]",1,90.9180
"[1, 3, 3, 0, 0]",96,0.0000
"[1, 3, 3, 0, 1]",88,0.0000
"[1, 3, 3, 0, 2]",119,0.0000
"[1, 3, 3, 0, 3]",87,0.0000
"[1, 3, 3, 0, 4]",117,0.0000
"[1, 3, 3, 0, 5]",97,164.7725
